contest_id,competition_id,competition_name,date,location,weight_category,athlete_blue_id,athlete_white_id,winner_id,fight_duration,score_blue,score_white,round
464487,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52965,34409,52965,0,,,4
464489,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,2589,401,401,0,,,4
464493,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52960,26324,26324,0,,,4
464495,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52962,52966,52966,0,,,3
464496,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,133,52966,133,0,,,2
464497,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,419,133,133,0,,,1
464499,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,419,52964,419,0,,,2
464500,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,268,133,268,0,,,0
464501,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,106,2589,2589,0,,,3
464502,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52965,2589,52965,0,,,2
464504,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,26324,16149,16149,0,,,2
464505,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,16149,52965,16149,0,,,1
464506,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,2670,16149,16149,0,,,0
464507,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,6358,52962,6358,0,,,3
464508,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52961,133,133,0,,,3
464509,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,133,6358,6358,0,,,2
464510,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,2670,6358,6358,0,,,1
464511,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52964,2670,2670,0,,,3
464512,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,419,2670,2670,0,,,2
464513,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52958,419,419,0,,,3
464514,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,4470,52965,52965,0,,,3
464515,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,401,52965,401,0,,,2
464516,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,106,401,401,0,,,3
464517,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,268,401,401,0,,,1
464518,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,401,6358,6358,0,,,0
464519,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,268,16149,268,0,,,3
464520,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,26324,268,268,0,,,2
464521,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52967,26324,26324,0,,,3
464525,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,424,52969,424,0,,,4
464526,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,1114,52977,1114,0,,,4
464528,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,757,52972,52972,0,,,4
464533,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,323,52976,323,0,,,4
464535,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,5331,52973,5331,0,,,4
464537,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,29088,52974,29088,0,,,4
464539,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,52970,424,424,0,,,2
464541,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,2219,52972,52972,0,,,2
464542,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,52972,424,52972,0,,,1
464543,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,48940,52972,52972,0,,,0
464544,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,258,42599,258,0,,,3
464545,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,323,258,323,0,,,2
464546,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,27767,323,323,0,,,1
464548,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,27767,52974,27767,0,,,2
464549,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,4269,323,4269,0,,,0
464550,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,52970,52975,52970,0,,,3
464551,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,424,248,248,0,,,3
464552,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,248,52970,248,0,,,2
464553,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,4269,248,248,0,,,1
464554,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,2219,1114,2219,0,,,3
464555,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,4269,52972,4269,0,,,3
464556,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,4269,2219,4269,0,,,2
464557,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,4246,248,4246,0,,,0
464558,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,4246,258,4246,0,,,3
464559,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,323,4246,4246,0,,,2
464560,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,323,52979,323,0,,,3
