contest_id,competition_id,competition_name,date,location,weight_category_x,athlete_blue_id,athlete_white_id,winner_id,fight_duration,score_blue,score_white,round,athlete_id,first_name,last_name,country,gender,weight_category_y,height,weight,role
464312,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52688,52939,52688,0,,,4,52688,Brian,OLSON,UNITED STATES OF AMERICA,M,,,,blue
464313,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52949,4162,4162,0,,,4,52949,Francesco,LEPRE,ITALY,M,,,,blue
464314,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,2638,1955,1955,0,,,4,2638,Yosvane,DESPAIGNE TERRY,ITALY,M,,,,blue
464315,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,466,671,671,0,,,4,466,David,ALARZA,SPAIN,M,,186.0,,blue
464316,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,53011,4494,53011,0,,,4,53011,Eduardo,COSTA,ARGENTINA,M,,,,blue
464317,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52687,18392,52687,0,,,4,52687,Hiroshi,IZUMI,JAPAN,M,,,,blue
464318,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,7887,837,837,0,,,4,7887,Vyacheslav,PERETEYKO,UZBEKISTAN,M,,180.0,,blue
464319,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,752,1980,1980,0,,,4,752,Przemyslaw,MATYJASZEK,POLAND,M,,186.0,,blue
464320,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,3395,52946,3395,0,,,4,3395,Mark,HUIZINGA,NETHERLANDS,M,,190.0,,blue
464321,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52692,53010,52692,0,,,4,52692,Keith Laurence,MORGAN,CANADA,M,,,,blue
464322,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52941,889,889,0,,,4,52941,Rostand Barry,MELAPING,CAMEROON,M,,,,blue
464324,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,22015,5324,22015,0,,,2,22015,Winston,GORDON,GERMANY,M,,0.0,,blue
464325,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,40787,22015,22015,0,,,3,40787,Jose Vicbart,GERALDINO ROSSELLO,DOMINICAN REPUBLIC,M,,0.0,,blue
464326,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,4162,22015,4162,0,,,1,4162,Zurab,ZVIADAURI,GEORGIA,M,,180.0,,blue
464327,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52688,52695,52695,0,,,3,52688,Brian,OLSON,UNITED STATES OF AMERICA,M,,,,blue
464328,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,4162,52695,4162,0,,,2,4162,Zurab,ZVIADAURI,GEORGIA,M,,180.0,,blue
464329,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,1955,4162,4162,0,,,3,1955,Khasanbi,TAOV,RUSSIAN FEDERATION,M,,0.0,,blue
464330,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,22015,3395,3395,0,,,0,22015,Winston,GORDON,GERMANY,M,,0.0,,blue
464331,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52687,4162,4162,0,,,0,52687,Hiroshi,IZUMI,JAPAN,M,,,,blue
464332,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,53011,671,53011,0,,,3,53011,Eduardo,COSTA,ARGENTINA,M,,,,blue
464333,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52687,53011,52687,0,,,2,52687,Hiroshi,IZUMI,JAPAN,M,,,,blue
464334,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,837,52687,52687,0,,,3,837,Dionysios,ILIADIS,GREECE,M,,180.0,,blue
464335,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,1980,52687,52687,0,,,1,1980,Hee-Tae,HWANG,REPUBLIC OF KOREA,M,,180.0,,blue
464336,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,3395,1980,1980,0,,,3,3395,Mark,HUIZINGA,NETHERLANDS,M,,190.0,,blue
464337,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52692,1980,1980,0,,,2,52692,Keith Laurence,MORGAN,CANADA,M,,,,blue
464338,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,889,52692,52692,0,,,3,889,Hesham,MESBAH,EGYPT,M,,182.0,,blue
464339,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,1980,1955,1955,0,,,0,1980,Hee-Tae,HWANG,REPUBLIC OF KOREA,M,,180.0,,blue
464340,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,40787,1045,1045,0,,,3,40787,Jose Vicbart,GERALDINO ROSSELLO,DOMINICAN REPUBLIC,M,,0.0,,blue
464341,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,5324,1045,1045,0,,,2,5324,Carlos,HONORATO,BRAZIL,M,,,,blue
464342,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,1955,52949,1955,0,,,3,1955,Khasanbi,TAOV,RUSSIAN FEDERATION,M,,0.0,,blue
464343,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52695,1955,1955,0,,,2,52695,Frederic,DEMONTFAUCON,FRANCE,M,,,,blue
464344,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,837,18392,18392,0,,,3,837,Dionysios,ILIADIS,GREECE,M,,180.0,,blue
464345,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,53011,18392,53011,0,,,2,53011,Eduardo,COSTA,ARGENTINA,M,,,,blue
464346,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,3395,752,3395,0,,,3,3395,Mark,HUIZINGA,NETHERLANDS,M,,190.0,,blue
464347,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,52692,3395,3395,0,,,2,52692,Keith Laurence,MORGAN,CANADA,M,,,,blue
464348,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,1955,1045,1955,0,,,1,1955,Khasanbi,TAOV,RUSSIAN FEDERATION,M,,0.0,,blue
464349,1856,Olympic Games Athens 2004,,"Athens, Greece",-90,3395,53011,3395,0,,,1,3395,Mark,HUIZINGA,NETHERLANDS,M,,190.0,,blue
464350,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,12696,52706,12696,0,,,4,12696,Liubov,BRULETOVA,RUSSIAN FEDERATION,F,,0.0,,blue
464352,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52927,43010,52927,0,,,4,52927,Tatyana,SHISHKINA,KAZAKHSTAN,F,,,,blue
464354,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,15618,52921,15618,0,,,4,15618,Soraya,HADDAD,ALGERIA,F,,0.0,,blue
464358,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52923,2427,52923,0,,,4,52923,Feng,GAO,PEOPLE'S REPUBLIC OF CHINA,F,,,,blue
464361,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,2147,410,410,0,,,4,2147,Sonya,CHERVONSKY,AUSTRALIA,F,,160.0,,blue
464364,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52930,52932,52932,0,,,4,52930,Kyong Ok,RI,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,F,,,,blue
464367,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52928,52927,52928,0,,,2,52928,Anna,ZEMLA-KRAJEWSKA,POLAND,F,,,,blue
464368,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,7023,52928,7023,0,,,1,7023,Maria,KARAGIANNOPOULOU,GREECE,F,,160.0,,blue
464370,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,15618,7023,7023,0,,,2,15618,Soraya,HADDAD,ALGERIA,F,,0.0,,blue
464371,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52926,7023,52926,0,,,0,52926,Julia,MATIJASS,GERMANY,F,,,,blue
464372,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52918,2147,52918,0,,,3,52918,Tatiana,MOSKVINA,BELARUS,F,,,,blue
464373,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52923,52918,52923,0,,,2,52923,Feng,GAO,PEOPLE'S REPUBLIC OF CHINA,F,,,,blue
464374,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,6390,52923,52923,0,,,1,6390,Gue-Rin,YE,REPUBLIC OF KOREA,F,,,,blue
464376,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,6390,52922,6390,0,,,2,6390,Gue-Rin,YE,REPUBLIC OF KOREA,F,,,,blue
464377,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,383,52923,52923,0,,,0,383,Alina,DUMITRU,ROMANIA,F,,158.0,,blue
464378,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52928,12696,52928,0,,,3,52928,Anna,ZEMLA-KRAJEWSKA,POLAND,F,,,,blue
464379,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,383,52928,383,0,,,2,383,Alina,DUMITRU,ROMANIA,F,,158.0,,blue
464380,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,383,52927,383,0,,,3,383,Alina,DUMITRU,ROMANIA,F,,158.0,,blue
464381,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52630,383,52630,0,,,1,52630,Ryoko,TANI,JAPAN,F,,0.0,,blue
464382,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52934,15618,15618,0,,,3,52934,Yamila,ZAMBRANO,CUBA,F,,,,blue
464383,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52630,15618,52630,0,,,2,52630,Ryoko,TANI,JAPAN,F,,0.0,,blue
464384,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,7023,52630,52630,0,,,3,7023,Maria,KARAGIANNOPOULOU,GREECE,F,,160.0,,blue
464385,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52935,52923,52923,0,,,3,52935,Giuseppina,MACRI,ITALY,F,,,,blue
464386,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,410,52923,410,0,,,2,410,Frederique,JOSSINET,FRANCE,F,,160.0,,blue
464387,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,410,52918,410,0,,,3,410,Frederique,JOSSINET,FRANCE,F,,160.0,,blue
464388,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52926,410,410,0,,,1,52926,Julia,MATIJASS,GERMANY,F,,,,blue
464389,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,52922,52926,52926,0,,,3,52922,Carolyne,LEPAGE,CANADA,F,,,,blue
464390,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,6390,52926,52926,0,,,2,6390,Gue-Rin,YE,REPUBLIC OF KOREA,F,,,,blue
464391,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,6390,52932,6390,0,,,3,6390,Gue-Rin,YE,REPUBLIC OF KOREA,F,,,,blue
464392,1856,Olympic Games Athens 2004,,"Athens, Greece",-48,410,52630,52630,0,,,0,410,Frederique,JOSSINET,FRANCE,F,,160.0,,blue
464394,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,172,52942,172,0,,,4,172,Telma,MONTEIRO,PORTUGAL,F,,160.0,,blue
464396,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,52947,52944,52947,0,,,4,52947,Ioana Maria,ALUAS,ROMANIA,F,,,,blue
464397,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,52952,52940,52940,0,,,4,52952,Charlee,MINKIN,UNITED STATES OF AMERICA,F,,,,blue
464399,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,266,771,771,0,,,4,266,Petra,NAREKS,SLOVENIA,F,,163.0,,blue
464401,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,52945,2327,2327,0,,,4,52945,Sang Sim,RI,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,F,,,,blue
464402,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,52938,6534,52938,0,,,4,52938,Georgina,SINGLETON,GREAT BRITAIN,F,,,,blue
464404,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,6008,48040,48040,0,,,4,6008,Sanna,ASKELOF,SWEDEN,F,,156.0,,blue
464407,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,325,52943,325,0,,,4,325,Ilse,HEYLEN,BELGIUM,F,,162.0,,blue
464410,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,172,52947,52947,0,,,2,172,Telma,MONTEIRO,PORTUGAL,F,,160.0,,blue
464412,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,52940,771,771,0,,,2,52940,Raffaella,IMBRIANI,GERMANY,F,,,,blue
464413,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,6908,52945,52945,0,,,3,6908,Diedhiou,HORTENSE,SENEGAL,F,,,,blue
464414,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,52938,52945,52938,0,,,2,52938,Georgina,SINGLETON,GREAT BRITAIN,F,,,,blue
464415,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,4125,6008,6008,0,,,3,4125,Eun Hee,LEE,REPUBLIC OF KOREA,F,,160.0,,blue
464416,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,325,6008,325,0,,,2,325,Ilse,HEYLEN,BELGIUM,F,,162.0,,blue
464417,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,325,52938,325,0,,,1,325,Ilse,HEYLEN,BELGIUM,F,,162.0,,blue
464418,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,15240,325,325,0,,,0,15240,Annabelle,EURANIE,FRANCE,F,,170.0,,blue
464419,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,771,52947,771,0,,,1,771,Salima,SOUAKRI,ALGERIA,F,,0.0,,blue
464420,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,48040,771,48040,0,,,0,48040,Amarilis,SAVON CARMENATE,UNITED STATES OF AMERICA,F,,0.0,,blue
464421,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,172,19087,172,0,,,3,172,Telma,MONTEIRO,PORTUGAL,F,,160.0,,blue
464422,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,15240,172,15240,0,,,2,15240,Annabelle,EURANIE,FRANCE,F,,170.0,,blue
464423,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,52947,15240,15240,0,,,3,52947,Ioana Maria,ALUAS,ROMANIA,F,,,,blue
464424,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,14900,15240,14900,0,,,1,14900,Dongmei,XIAN,PEOPLE'S REPUBLIC OF CHINA,F,,0.0,,blue
464425,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,49477,52940,52940,0,,,3,49477,Maria,TSELARIDOU,GREECE,F,,0.0,,blue
464426,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,14900,52940,14900,0,,,2,14900,Dongmei,XIAN,PEOPLE'S REPUBLIC OF CHINA,F,,0.0,,blue
464427,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,14900,771,14900,0,,,3,14900,Dongmei,XIAN,PEOPLE'S REPUBLIC OF CHINA,F,,0.0,,blue
464428,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,2327,14900,14900,0,,,0,2327,Yuki,YOKOSAWA,JAPAN,F,,,,blue
464429,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,6908,2327,2327,0,,,3,6908,Diedhiou,HORTENSE,SENEGAL,F,,,,blue
464430,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,52938,2327,2327,0,,,2,52938,Georgina,SINGLETON,GREAT BRITAIN,F,,,,blue
464431,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,6766,52938,52938,0,,,3,6766,Flor,VELAZQUEZ,VENEZUELA,F,,165.0,,blue
464432,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,48040,2327,2327,0,,,1,48040,Amarilis,SAVON CARMENATE,UNITED STATES OF AMERICA,F,,0.0,,blue
464433,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,4125,48040,48040,0,,,3,4125,Eun Hee,LEE,REPUBLIC OF KOREA,F,,160.0,,blue
464434,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,325,48040,48040,0,,,2,325,Ilse,HEYLEN,BELGIUM,F,,162.0,,blue
464435,1856,Olympic Games Athens 2004,,"Athens, Greece",-52,325,12608,325,0,,,3,325,Ilse,HEYLEN,BELGIUM,F,,162.0,,blue
464437,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,24662,15909,24662,0,,,4,24662,Lena,GOELDI,GERMANY,F,,0.0,,blue
464441,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,52953,2870,2870,0,,,4,52953,Elina Vavailagi,NASAUDRODRO,FIJI,F,,160.0,,blue
464443,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,7270,7991,7991,0,,,4,7270,Marcon,BEZZINA,MALTA,F,,163.0,,blue
464445,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,36426,26593,26593,0,,,4,36426,Cinzia,CAVAZZUTI,ITALY,F,,0.0,,blue
464446,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,3937,756,3937,0,,,4,3937,Yuxiang,LIU,PEOPLE'S REPUBLIC OF CHINA,F,,0.0,,blue
464448,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,7515,52955,52955,0,,,4,7515,Rudimar,FLEMING,VENEZUELA,F,,175.0,,blue
464451,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,3328,695,695,0,,,4,3328,Isabel,FERNANDEZ,SPAIN,F,,162.0,,blue
464453,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,24662,1739,1739,0,,,2,24662,Lena,GOELDI,GERMANY,F,,0.0,,blue
464454,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,52956,7270,52956,0,,,3,52956,Natalia,YUKHAREVA,RUSSIAN FEDERATION,F,,,,blue
464455,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,2870,52956,52956,0,,,2,2870,Sophie,COX,GREAT BRITAIN,F,,155.0,,blue
464456,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,52956,1739,1739,0,,,1,52956,Natalia,YUKHAREVA,RUSSIAN FEDERATION,F,,,,blue
464457,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,26593,1739,26593,0,,,0,26593,Deborah,GRAVENSTIJN,NETHERLANDS,F,,0.0,,blue
464458,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,52957,36426,36426,0,,,3,52957,Ellen,WILSON,UNITED STATES OF AMERICA,F,,,,blue
464459,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,13963,36426,36426,0,,,2,13963,Danielle,ZANGRANDO,BRAZIL,F,,0.0,,blue
464460,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,3328,36426,3328,0,,,1,3328,Isabel,FERNANDEZ,SPAIN,F,,162.0,,blue
464461,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,958,3328,3328,0,,,3,958,Jessica,GARCIA,PUERTO RICO,F,,165.0,,blue
464462,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,52955,3328,3328,0,,,2,52955,Kie,KUSAKABE,JAPAN,F,,,,blue
464463,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,954,3328,954,0,,,0,954,Yurileidys,LUPETEY COBAS,CUBA,F,,165.0,,blue
464464,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,24662,41223,24662,0,,,3,24662,Lena,GOELDI,GERMANY,F,,0.0,,blue
464465,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,954,24662,954,0,,,2,954,Yurileidys,LUPETEY COBAS,CUBA,F,,165.0,,blue
464466,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,954,1739,954,0,,,3,954,Yurileidys,LUPETEY COBAS,CUBA,F,,165.0,,blue
464467,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,7991,954,7991,0,,,1,7991,Sun Hui,KYE,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,F,,0.0,,blue
464468,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,2870,840,2870,0,,,3,2870,Sophie,COX,GREAT BRITAIN,F,,155.0,,blue
464469,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,7991,2870,7991,0,,,2,7991,Sun Hui,KYE,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,F,,0.0,,blue
464470,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,7991,52956,7991,0,,,3,7991,Sun Hui,KYE,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,F,,0.0,,blue
464471,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,26593,52957,26593,0,,,3,26593,Deborah,GRAVENSTIJN,NETHERLANDS,F,,0.0,,blue
464472,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,13963,26593,26593,0,,,2,13963,Danielle,ZANGRANDO,BRAZIL,F,,0.0,,blue
464473,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,13963,3937,13963,0,,,3,13963,Danielle,ZANGRANDO,BRAZIL,F,,0.0,,blue
464474,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,695,26593,695,0,,,1,695,Yvonne,BOENISCH,GERMANY,F,,168.0,,blue
464475,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,695,7991,695,0,,,0,695,Yvonne,BOENISCH,GERMANY,F,,168.0,,blue
464476,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,4483,52955,52955,0,,,3,4483,Khishigbat,ERDENET-OD,MONGOLIA,F,,,,blue
464477,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,695,52955,695,0,,,2,695,Yvonne,BOENISCH,GERMANY,F,,168.0,,blue
464478,1856,Olympic Games Athens 2004,,"Athens, Greece",-57,695,958,695,0,,,3,695,Yvonne,BOENISCH,GERMANY,F,,168.0,,blue
464480,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,6358,52966,6358,0,,,4,6358,Ayumi,TANIMOTO,JAPAN,F,,0.0,,blue
464481,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,133,52716,133,0,,,4,133,Marie-Helene,CHISHOLM,CANADA,F,,0.0,,blue
464485,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52963,419,419,0,,,4,52963,Sara,ALVAREZ,SPAIN,F,,,,blue
464487,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52965,34409,52965,0,,,4,52965,Ok Song,HONG,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,F,,,,blue
464489,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,2589,401,401,0,,,4,2589,Ronda,ROUSEY,UNITED STATES OF AMERICA,F,,,,blue
464493,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52960,26324,26324,0,,,4,52960,Vania,ISHII,BRAZIL,F,,,,blue
464495,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52962,52966,52966,0,,,3,52962,Diana,MAZA,ECUADOR,F,,,,blue
464496,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,133,52966,133,0,,,2,133,Marie-Helene,CHISHOLM,CANADA,F,,0.0,,blue
464497,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,419,133,133,0,,,1,419,Lucie,DECOSSE,FRANCE,F,,168.0,,blue
464499,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,419,52964,419,0,,,2,419,Lucie,DECOSSE,FRANCE,F,,168.0,,blue
464500,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,268,133,268,0,,,0,268,Urska,ZOLNIR JUGOVAR,SLOVENIA,F,,175.0,,blue
464501,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,106,2589,2589,0,,,3,106,Sarah,CLARK,GREAT BRITAIN,F,,176.0,,blue
464502,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52965,2589,52965,0,,,2,52965,Ok Song,HONG,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,F,,,,blue
464504,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,26324,16149,16149,0,,,2,26324,Gella,VANDECAVEYE,BELGIUM,F,,0.0,,blue
464505,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,16149,52965,16149,0,,,1,16149,Driulis,GONZALEZ,CUBA,F,,0.0,,blue
464506,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,2670,16149,16149,0,,,0,2670,Daniela Yael,KRUKOWER,ARGENTINA,F,,0.0,,blue
464507,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,6358,52962,6358,0,,,3,6358,Ayumi,TANIMOTO,JAPAN,F,,0.0,,blue
464508,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52961,133,133,0,,,3,52961,Shufang,LI,PEOPLE'S REPUBLIC OF CHINA,F,,,,blue
464509,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,133,6358,6358,0,,,2,133,Marie-Helene,CHISHOLM,CANADA,F,,0.0,,blue
464510,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,2670,6358,6358,0,,,1,2670,Daniela Yael,KRUKOWER,ARGENTINA,F,,0.0,,blue
464511,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52964,2670,2670,0,,,3,52964,Bok Hee,LEE,REPUBLIC OF KOREA,F,,,,blue
464512,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,419,2670,2670,0,,,2,419,Lucie,DECOSSE,FRANCE,F,,168.0,,blue
464513,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52958,419,419,0,,,3,52958,Carly,DIXON,AUSTRALIA,F,,0.0,,blue
464514,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,4470,52965,52965,0,,,3,4470,Henriette,MOLLER,SOUTH AFRICA,F,,165.0,,blue
464515,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,401,52965,401,0,,,2,401,Claudia,HEILL,AUSTRIA,F,,,,blue
464516,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,106,401,401,0,,,3,106,Sarah,CLARK,GREAT BRITAIN,F,,176.0,,blue
464517,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,268,401,401,0,,,1,268,Urska,ZOLNIR JUGOVAR,SLOVENIA,F,,175.0,,blue
464518,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,401,6358,6358,0,,,0,401,Claudia,HEILL,AUSTRIA,F,,,,blue
464519,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,268,16149,268,0,,,3,268,Urska,ZOLNIR JUGOVAR,SLOVENIA,F,,175.0,,blue
464520,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,26324,268,268,0,,,2,26324,Gella,VANDECAVEYE,BELGIUM,F,,0.0,,blue
464521,1856,Olympic Games Athens 2004,,"Athens, Greece",-63,52967,26324,26324,0,,,3,52967,Eleni,TAMPASI,GREECE,F,,,,blue
464525,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,424,52969,424,0,,,4,424,Cecilia,BLANCO,SPAIN,F,,173.0,,blue
464526,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,1114,52977,1114,0,,,4,1114,Kate,HOWEY,GREAT BRITAIN,F,,0.0,,blue
464528,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,757,52972,52972,0,,,4,757,Rachida,OUERDANE,ALGERIA,F,,,,blue
464533,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,323,52976,323,0,,,4,323,Catherine,JACQUES,BELGIUM,F,,176.0,,blue
464535,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,5331,52973,5331,0,,,4,5331,Antonia,MOREIRA,ANGOLA,F,,175.0,,blue
464537,1856,Olympic Games Athens 2004,,"Athens, Greece",-70,29088,52974,29088,0,,,4,29088,Adriana,DADCI SMOLINIEC,POLAND,F,,0.0,,blue
